2025-05-12 08:51:07 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider MDC:[traceId=, spanId=]
2025-05-12 10:46:34 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:46:34 [http-nio-8012-exec-5] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:46:34 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:46:39 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:46:39 [http-nio-8012-exec-6] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:46:39 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:53:25 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider MDC:[traceId=, spanId=]
2025-05-12 10:53:25 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. MDC:[traceId=, spanId=]
2025-05-12 10:53:26 [main] DEBUG o.s.s.web.DefaultSecurityFilterChain - Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, LogoutFilter, JwtFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, SessionManagementFilter, ExceptionTranslationFilter, AuthorizationFilter MDC:[traceId=, spanId=]
2025-05-12 10:53:32 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:53:33 [http-nio-8012-exec-1] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:53:33 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:53:44 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 10:53:44 [http-nio-8012-exec-2] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:53:44 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 10:53:51 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:53:52 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:53:59 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:53:59 [http-nio-8012-exec-4] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:53:59 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:54:04 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:54:04 [http-nio-8012-exec-5] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:54:04 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:54:40 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 10:54:40 [http-nio-8012-exec-6] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:54:40 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 10:54:49 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:54:49 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:55:05 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:55:05 [http-nio-8012-exec-8] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:55:05 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 10:55:11 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 10:55:11 [http-nio-8012-exec-9] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 10:55:11 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:18:27 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider MDC:[traceId=, spanId=]
2025-05-12 13:18:27 [main] WARN  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with an AuthenticationProvider bean. UserDetailsService beans will not be used for username/password login. Consider removing the AuthenticationProvider bean. Alternatively, consider using the UserDetailsService in a manually instantiated DaoAuthenticationProvider. MDC:[traceId=, spanId=]
2025-05-12 13:18:27 [main] DEBUG o.s.s.web.DefaultSecurityFilterChain - Will secure any request with filters: DisableEncodeUrlFilter, WebAsyncManagerIntegrationFilter, SecurityContextHolderFilter, HeaderWriterFilter, LogoutFilter, JwtFilter, RequestCacheAwareFilter, SecurityContextHolderAwareRequestFilter, AnonymousAuthenticationFilter, SessionManagementFilter, ExceptionTranslationFilter, AuthorizationFilter MDC:[traceId=, spanId=]
2025-05-12 13:42:30 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:42:30 [http-nio-8012-exec-1] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:42:30 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:42:59 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:43:00 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:43:17 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:43:17 [http-nio-8012-exec-4] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:43:17 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:43:30 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:43:30 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:43:49 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:43:49 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:44:05 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 13:44:05 [http-nio-8012-exec-9] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:44:05 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 13:44:14 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:44:14 [http-nio-8012-exec-10] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:44:14 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:44:40 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:44:40 [http-nio-8012-exec-1] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:44:40 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:44:53 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:44:53 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:45:04 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 13:45:04 [http-nio-8012-exec-3] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:45:04 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 13:45:12 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:45:12 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:16 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:16 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:20 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:20 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:29 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:29 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:33 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:33 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:36 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:46:36 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:01 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:01 [http-nio-8012-exec-3] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:56:01 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:18 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:18 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:58 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:56:58 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:58:06 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:06 [http-nio-8012-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:06 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:07 [http-nio-8012-exec-7] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:09 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:09 [http-nio-8012-exec-9] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:09 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:09 [http-nio-8012-exec-9] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:14 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:14 [http-nio-8012-exec-10] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:14 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:14 [http-nio-8012-exec-10] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:15 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:15 [http-nio-8012-exec-8] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:15 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:15 [http-nio-8012-exec-8] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-1] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-1] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-2] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 13:58:16 [http-nio-8012-exec-2] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 13:58:43 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 13:58:43 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 14:03:05 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 14:03:05 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 14:21:18 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 14:21:19 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /error MDC:[traceId=, spanId=]
2025-05-12 14:21:19 [http-nio-8012-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 14:21:23 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 14:21:23 [http-nio-8012-exec-9] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 14:21:23 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 14:21:33 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 14:21:34 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 15:11:17 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 15:11:17 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /error MDC:[traceId=, spanId=]
2025-05-12 15:11:17 [http-nio-8012-exec-2] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:11:23 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:11:23 [http-nio-8012-exec-3] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:11:23 [http-nio-8012-exec-3] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:11:32 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 15:11:32 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 15:45:45 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:45 [http-nio-8012-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:45:45 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:45 [http-nio-8012-exec-7] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 15:45:47 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:47 [http-nio-8012-exec-9] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:45:47 [http-nio-8012-exec-9] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:47 [http-nio-8012-exec-9] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 15:45:48 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:48 [http-nio-8012-exec-10] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:45:48 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:48 [http-nio-8012-exec-10] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 15:45:49 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:49 [http-nio-8012-exec-8] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:45:49 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:49 [http-nio-8012-exec-8] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 15:45:51 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:51 [http-nio-8012-exec-1] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:45:51 [http-nio-8012-exec-1] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:45:51 [http-nio-8012-exec-1] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-12 15:46:25 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 15:46:25 [http-nio-8012-exec-2] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 15:46:25 [http-nio-8012-exec-2] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 17:47:27 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 17:47:27 [http-nio-8012-exec-4] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 17:47:27 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-12 17:47:48 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 17:47:48 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 17:48:03 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 17:48:03 [http-nio-8012-exec-6] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 17:48:03 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/logout MDC:[traceId=, spanId=]
2025-05-12 17:48:24 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 17:48:24 [http-nio-8012-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-12 17:48:24 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-12 17:48:55 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/validate MDC:[traceId=, spanId=]
2025-05-12 17:48:55 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/validate MDC:[traceId=, spanId=]
